target_city,id,name,city,country,source,address
"Cologne","d2a53727-9195-42ad-92a2-c609ba7bd628","Veganland Cigköfte","Cologne","Germany","osm-import-2026-04",""
"Cologne","02ad0565-075b-4bb8-a313-bb071defcc8e","Café Pistazie","Cologne","Germany","osm-import-2026-04",""
"Cologne","93581370-c275-44af-a827-9565b1f6193b","Thai Food","Cologne","Germany","osm-import-2026-04",""
"Cologne","5d0456a5-289a-4381-8a28-08984182a3ae","Bäckerei Wiens","Cologne","Germany","osm-import-2026-04",""
"Cologne","36558b76-a91f-4aae-b744-a969ae479109","Mai Minh","Cologne","Germany","osm-import-2026-04",""
"Cologne","bdeb6aa0-3e15-4f62-af50-ae16e986a7d8","Die Oase","Cologne","Germany","osm-import-2026-04",""
"Cologne","f3eb168a-ab47-4665-ad02-561e665f8a8e","Melita","Cologne","Germany","osm-import-2026-04",""
"Cologne","1ba3d2d3-f601-4dfa-a64a-8fd0671d8fac","Noodle Fan","Cologne","Germany","osm-import-2026-04",""
"Cologne","36abe845-64c8-4e10-9000-353c40aa731f","Kamps","Cologne","Germany","osm-import-2026-04",""
"Cologne","cd9b5395-014c-4e00-ae61-557318856e03","La Vecchia Trattoria","Cologne","Germany","osm-import-2026-04",""
"Cologne","b6f1b554-fdfa-46a4-9952-8a0b8fd359b2","Eiscafe Tre Cime","Cologne","Germany","osm-import-2026-04","557b Aachener Straße"
"Cologne","3c046b18-2eab-44e5-b6e0-468344020c7a","Veganland","Cologne","Germany","osm-import-2026-04",""
"Cologne","d491a4c6-9de1-43d7-a4d2-50c8fb52e9a2","Mc Kebab","Cologne","Germany","osm-import-2026-04",""
"Cologne","045477a1-0b85-4414-ae4a-bfaa790b2af2","Veganland Cigkofte","Cologne","Germany","openstreetmap","71 Keupstraße"
"Cologne","af086582-1175-4571-b62f-b5df8e7cd650","Café Soleil","Cologne","Germany","osm-import-2026-04",""
"Cologne","742682d9-3a7d-4ed3-b72f-7d622f3a45be","Eis Panciera","Cologne","Germany","osm-import-2026-04",""
"Cologne","826ff358-cd28-405a-80f1-f9ebb17166d7","Çiğköftem","Cologne","Germany","osm-import-2026-04",""
"Cologne","24011513-753b-40e2-a153-94e4f690f9c7","pennycakes","Cologne","Germany","osm-import-2026-04","68 Alter Militärring"
"Cologne","ee86674a-54ac-4ed3-bbde-5286632c427d","PanAmore","Cologne","Germany","osm-import-2026-04",""
"Cologne","32fd550c-d128-4dd9-8103-bbec2de14c4a","Die Maultasche","Cologne","Germany","osm-import-2026-04",""
"Cologne","cb1b8563-2d75-49b4-9a9b-9fb4bbe54510","vevi","Cologne","Germany","openstreetmap","29 Brüsseler Straße, Köln, 50674, Deutschland"
"Cologne","4b9a7eca-f126-4ad8-a060-2128ff3216b6","Çiğköftem","Cologne","Germany","osm-import-2026-04",""
"Cologne","303b8ead-6eaa-49de-9b18-250535ce8333","Tiroler Stübchen","Cologne","Germany","osm-import-2026-04",""
"Cologne","8c0bdf07-a81b-4622-a089-19f80bd85def","finefine","Cologne","Germany","osm-import-2026-04",""
"Cologne","7e07cbc3-b4ee-4aca-b655-aca5ba74eb25","Veganland Cigkofte","Cologne","Germany","openstreetmap","38 Keupstraße"
"Cologne","5cad2357-aba1-4b48-aa72-1a280c1ef5c4","Veganland Cigköfte","Cologne","Germany","openstreetmap","176 Kalker Hauptstraße, Köln, 51103, Germany"
"Frankfurt am Main","bb27b5ae-3884-40cd-affe-6ccb8cc3707b","Cream & Sorbet","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","b9665782-984f-4b11-802e-784792f70694","Meyer","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","3172e046-8d8c-4d2f-919c-cd81873ab682","scoom","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","d7921c9d-720d-4892-a272-6a310b50e7e3","Meyer","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","a86f1757-a7d1-429e-8022-fd1813382cd4","Traffic Snack","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","04ea350e-b82c-46a5-b4d8-db760f150e67","Ditsch","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","287a8c24-8052-437f-99b1-9b48398b6fc3","Takumi","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","387857ef-39a3-42bf-bb62-d873d1c88110","Snack 'n Coffee","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","86e2e039-84e9-4cc0-ab88-72bc340bc949","Indian Curry","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","61b525f8-29cb-447d-ba99-e04538fe22cd","Rashcook Falafel","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","c89fa9fe-aa64-4580-8a0b-da95d23e2046","Mano","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","d4baf1f8-646e-460d-bd33-a6cc8e609205","Antipodean Gelato","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","f283adb8-0e2b-4ed2-bd6c-d3842de23026","Natoo","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","d2c8d699-87b2-4d58-b664-9406e3430010","Izu","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","cd6800a3-48eb-4e57-a5ed-979617082a48","Sonnenblume","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","068815bd-1b7f-4a95-901a-c3c39e0615fa","Indian Curry","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","4517dd62-3df6-491b-a76d-324e027c79b2","Frau Lang's Imbiss","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","a9d66ef2-b5b9-4245-beb0-74dc68d8acd1","Asia Thai Food","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","e6e31c1d-f798-45c6-a31a-73c6c28e4714","Mr. Clou","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","b3295650-9823-4e96-b472-49b3f5cae08c","Bambus Haus","Frankfurt am Main","Germany","osm-import-2026-04","82 Bruchfeldstraße"
"Frankfurt am Main","c0099dde-68df-4910-958e-29130f51da10","Bestworscht in Town","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","4b76ebc7-be90-4aac-b929-311dd439eb1e","Sunbap","Frankfurt am Main","Germany","openstreetmap","96 Friedberger Landstraße, Frankfurt am Main, 60316, Deutschland"
"Frankfurt am Main","2ddba6f8-01d2-4a09-9d45-13a92923202b","Asia Bistro","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","084aacc4-09c2-4a6f-97fa-20ae7c5bf350","Nordsee","Frankfurt am Main","Germany","osm-import-2026-04","Am Hauptbahnhof"
"Frankfurt am Main","eb95d22c-1f56-4dc7-987e-346154540f79","District Bánh Mì","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","25bccf3e-7d1b-4924-9a71-00da11bd4724","Thai Wok","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","268d647b-c399-4f62-8b2f-d244623442c4","Lieblingsnachbar","Frankfurt am Main","Germany","osm-import-2026-04","61 Röderbergweg"
"Frankfurt am Main","b48e8030-5b1e-49ae-b3a3-3961e9d8f7ab","Sweet Churros","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","259666d9-652a-44c3-a33e-1e65f7d69ca8","Ramen Jun Red","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","f21fa75f-5bb6-4d04-9a15-9dea9125f8e7","Asia Street Cooking","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","c0887356-8d38-464a-b7b3-53e279dc02cb","Pizzeria Schlaflos","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","5f8209e0-c288-4fe6-a94e-9f5c970eed87","Eat Doori","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","5e546efe-fff5-4e02-b892-c282d99125b1","Al Terrazzino","Frankfurt am Main","Germany","osm-import-2026-04",""
"Frankfurt am Main","b50681c6-fae3-474f-b550-77ec7b2ecf39","Eschenheimer Turm","Frankfurt am Main","Germany","osm-import-2026-04",""
"Taipei","e1c42034-cf1f-4a71-844e-2f16782834d1","Loving Hut","Taipei","Taiwan","openstreetmap","Songde Road, 11085 Taipei"
"Taipei","6795aa54-f467-4ee2-b54e-50bd0a77336d","全真素食","Taipei","Taiwan","openstreetmap","11 漢口街二段34巷"
"Taipei","d2a0ac4a-6a38-4794-a026-0be945f32aed","Yummy Vegan House","Taipei","Taiwan","osm_fresh_2026_04","19, 崇仁路一段, 台北市"
"Taipei","4324cad8-b990-4de4-8a98-3a43a5ac1192","Mianto 艾果豐","Taipei","Taiwan","openstreetmap","仁愛路三段123巷26弄, 10654 Taipei"
"Taipei","2fcf2d39-fd35-4f58-b701-78db9f57fc4d","Loving Hut Vegetarian","Taipei","Taiwan","osm_fresh_2026_04","Songde Road, 11085, Taipei"
"Taipei","a1ba2bf2-b0e9-4e3a-92c9-77be76c10943","Loving Hut","Taipei","Taiwan","openstreetmap","Lane 280, Guangfu South Road, 10694 Taipei"
"Taichung","5cb8030f-acbc-453d-b3e1-e85f31a04de6","Bluesomeone's Vegan Café","Taichung","Taiwan","osm_fresh_2026_04","綠川西街25巷, 403, Taichung"
"Taichung","54b08be1-b3c0-4ac0-b552-815ac2184b25","Quisine","Taichung","Taiwan","openstreetmap","Shenyang Road Section 2, 406 Taichung"
"Beijing","c5730719-16aa-4c6d-8d66-7a90ab3545f9","merit forest","Beijing","China","openstreetmap","2号 前门东大街, China"
"Beijing","6cab780c-1ee7-4aad-b91f-eb976db3046c","素虎净素","Beijing","China","openstreetmap","前门西大街, 100032 Xicheng District"
"Beijing","3fa81922-02d6-42a5-b3bf-fb7c8727d9de","Vegspot","Beijing","China","openstreetmap","Gongrentiyuchang North Road, 100020 Chaoyang District"
"Beijing","9a810c0d-04ed-4839-8841-4f73b9988a96","素虎蔬食","Beijing","China","osm-import-2026-04",""
"Beijing","b221a24d-0647-4bcb-9080-5d565d0a26c2","Suhujingsu","Beijing","China","openstreetmap","前门西大街, China"
"Beijing","738827e0-ffd0-4bb1-a892-0c86c60603c8","Vege-Tiger Vegan Buffet","Beijing","China","osm_fresh_2026_04","前门西大街, 100032 Xicheng District"
"Beijing","49a37133-f522-48a4-b8db-1f2005fa81f0","素虎","Beijing","China","osm_fresh_2026_04","100093, Haidian District"
"Beijing","5cb60345-ddad-4270-bdc1-745c9f82d295","素虎蔬食料理","Beijing","China","osm_fresh_2026_04","TianChen East Road, 100101, Chaoyang District"
"Beijing","e55a2031-d591-4d59-8c85-7fe63ef6adeb","Vegetarian Tiger Vegetarian Cuisine","Beijing","China","openstreetmap","TianChen East Road, 100101 Chaoyang District"
"Beijing","9f526816-2173-401a-b936-15e748accdec","功德林","Beijing","China","openstreetmap","2号 前门东大街"
"Beijing","3d97d3ef-2f6a-4d11-b0b0-403392b669ee","Vegan","Beijing","China","openstreetmap","Chaowai North Street, 100001 Chaoyang District"
